,ID,Count
94,18382,296.96163395094425
95,18383,289.94223529842964
96,18384,261.67888512961815
97,18385,208.83344067033153
98,18386,176.73741306931106
99,18387,146.0318103093084
100,18388,122.91541604609881
101,18389,110.02957245258555
102,18390,118.31166824473544
103,18391,137.2102854818474
104,18392,158.00620484315775
105,18393,204.17854011561974
106,18394,289.8082492209791
107,18395,321.2904437818179
108,18396,324.69442700464424
109,18397,287.1669070480757
110,18398,307.0513773497223
111,18399,303.1730685958464
112,18400,295.43505208931236
113,18401,302.3174225398354
114,18402,309.7578230268873
115,18403,328.6843417658258
116,18404,315.85430117596513
117,18405,294.81656879882576
118,18406,295.88612636883954
119,18407,288.89214991101096
120,18408,410.1473918071746
121,18409,327.3190764727858
122,18410,277.0127554205197
123,18411,228.88574326344738
124,18412,192.6538217985365
125,18413,172.45694906080388
126,18414,185.4380498713063
127,18415,215.05915806551212
128,18416,247.65403893275857
129,18417,320.02312930191977
130,18418,454.236487148403
131,18419,503.58070527703853
132,18420,508.91600330808166
133,18421,450.09652911338605
134,18422,481.26283291221137
135,18423,475.1840917129082
136,18424,463.05576394835145
137,18425,473.842978546635
138,18426,485.504832166401
139,18427,515.1696723116812
140,18428,495.06026347609634
141,18429,462.0863723662078
142,18430,463.7627638240492
143,18431,452.8006214214695
144,18432,400.50030971378516
145,18433,319.6202002528197
146,18434,270.4971348269499
147,18435,223.5021187436381
148,18436,188.1224087708768
149,18437,168.40058693733775
150,18438,181.07635910822674
151,18439,210.0007488344994
152,18440,241.82896508840997
153,18441,312.4958611494737
154,18442,443.55238487476566
155,18443,491.73597701228226
156,18444,496.94578342951456
157,18445,439.5098028460937
158,18446,469.94304361123733
159,18447,464.00728056209573
160,18448,452.16422335133836
161,18449,462.69771173590607
162,18450,474.08526674624954
163,18451,503.05235980381127
164,18452,483.41594463284935
165,18453,451.2176328411029
166,18454,452.8545938738399
167,18455,442.15029216411733
168,18456,415.43509851590125
169,18457,331.5389430649719
170,18458,280.58406230799244
171,18459,231.83658655627764
172,18460,195.13755551557279
173,18461,174.68030043333695
174,18462,187.82875633426167
175,18463,217.8317461048157
176,18464,250.84684705312245
177,18465,324.1489350038686
178,18466,460.0925997762562
179,18467,510.0729739757277
180,18468,515.4770557946366
181,18469,455.89926852879694
182,18470,487.46737489171295
183,18471,481.3102652783658
184,18472,469.02557655341457
185,18473,479.95186219820283
186,18474,491.7640628952713
187,18475,521.8113484184396
188,18476,501.4426848414313
189,18477,468.0436873704702
190,18478,469.7416912206738
191,18479,458.6382225654298
192,18480,396.0647002634719
193,18481,316.0803518522889
194,18482,267.5013327803085
195,18483,221.02679454033648
196,18484,186.03892090851753
197,18485,166.53552162592422
198,18486,179.07090745136594
199,18487,207.67495461284489
200,18488,239.15066792636233
201,18489,309.03491602339136
202,18490,438.6399663264117
203,18491,486.2899169374387
204,18492,491.44202385727215
205,18493,434.64215658533885
206,18494,464.73834400228907
207,18495,458.8683205444462
208,18496,447.1564272184863
209,18497,457.5732554170562
210,18498,468.8346913074022
211,18499,497.48096885347013
212,18500,478.062030340054
213,18501,446.22032036010063
214,18502,447.8391517693379
215,18503,437.2534020324131
216,18504,381.6375242154017
217,18505,304.56671057480213
218,18506,257.75724597189657
219,18507,212.975603727187
220,18508,179.26220927035658
221,18509,160.46924688051996
222,18510,172.54801484020936
223,18511,200.11012207669262
224,18512,230.43929126014592
225,18513,297.7779139843201
226,18514,422.66193038505924
227,18515,468.5761690639454
228,18516,473.5406037335089
229,18517,418.80974610594455
230,18518,447.8096404325203
231,18519,442.1534402762144
232,18520,430.8681680219063
233,18521,440.90554959424753
234,18522,451.7567729156976
235,18523,479.35957223963646
236,18524,460.64799402471033
237,18525,429.9661600833102
238,18526,431.52602343576865
239,18527,421.3258735136059
240,18528,266.3439564461805
241,18529,212.55641164495808
242,18530,179.88819321676044
243,18531,148.63518738056962
244,18532,125.10668639439598
245,18533,111.9911208678042
246,18534,120.42086543758413
247,18535,139.65639712292094
248,18536,160.8230550207622
249,18537,207.81852601084842
250,18538,294.97479580754947
251,18539,327.0182381081723
252,18540,330.4829057247242
253,18541,292.28636519798465
254,18542,312.52532520942697
255,18543,308.577876039749
256,18544,300.7019103103198
257,18545,307.7069759831293
258,18546,315.2800199537344
259,18547,334.5439505539611
260,18548,321.4851828571486
261,18549,300.0724010302628
262,18550,301.16102610103735
263,18551,294.04236476866885
264,18552,265.39278773648994
265,18553,211.7973292520311
266,18554,179.24577570928773
267,18555,148.104380745113
268,18556,124.6599048452322
269,18557,111.59117768398292
270,18558,119.99081791284803
271,18559,139.15765558275652
272,18560,160.24872301873867
273,18561,207.07636357595382
274,18562,293.9213805183003
275,18563,325.8503891367258
276,18564,329.3026837170342
277,18565,291.2425508439627
278,18566,311.4092333923214
279,18567,307.4758813704947
280,18568,299.6280423245479
281,18569,306.6080914759908
282,18570,314.154090558632
283,18571,333.3492257251005
284,18572,320.33709355697073
285,18573,299.00078115080294
286,18574,300.08551851893264
287,18575,292.9922793812502
288,18576,413.86129441404637
289,18577,330.2829650544853
290,18578,279.52111806049635
291,18579,230.95831369925193
292,18580,194.39831059766993
293,18581,174.01855429220126
294,18582,187.1171995394189
295,18583,217.00652816642125
296,18584,249.8965571083395
297,18585,322.92095276225393
298,18586,458.34961844572416
299,18587,508.14065063194647
300,18588,513.5242600204717
301,18589,454.17217290927306
302,18590,485.6206889548105
303,18591,479.48690448755644
304,18592,467.248754183587
305,18593,478.1336474827904
306,18594,489.9010996981457
307,18595,519.8345562709558
308,18596,499.5430558571019
309,18597,466.270584718185
310,18598,467.9621559741423
311,18599,456.90075089170875
312,18600,404.214212320657
313,18601,322.58408883451926
314,18602,273.0054974669266
315,18603,225.5746891794427
316,18604,189.86689757001017
317,18605,169.96219216873513
318,18606,182.75550877633935
319,18607,211.94811893540856
320,18608,244.07148326399087
321,18609,315.3936846098078
322,18610,447.6655161720868
323,18611,496.2959223671902
324,18612,501.55404014190447
325,18613,443.5854466419807
326,18614,474.3008996538365
327,18615,468.3100933367439
328,18616,456.35721358657383
329,18617,466.9883806720615
330,18618,478.48153427799423
331,18619,507.7172437630859
332,18620,487.8987370138549
333,18621,455.40184519308
334,18622,457.05398602393296
335,18623,446.2504216343566
336,18624,419.149001122773
337,18625,334.50283164667144
338,18626,283.0924249479691
339,18627,233.9091569920822
340,18628,196.88204431470615
341,18629,176.24190566473436
342,18630,189.50790600237426
343,18631,219.7791162057248
344,18632,253.08936522870334
345,18633,327.04675846420264
346,18634,464.20573107357734
347,18635,514.6329193306356
348,18636,520.0853125070266
349,18637,459.97491232468394
350,18638,491.825230934312
351,18639,485.6130780530141
352,18640,473.21856678865004
353,18641,484.2425311343583
354,18642,496.160330427016
355,18643,526.4762323777143
356,18644,505.9254772224369
357,18645,472.22789972244726
358,18646,473.9410833707668
359,18647,462.73835203566904
360,18648,399.77860287034366
361,18649,319.0442404339884
362,18650,270.00969542028514
363,18651,223.09936497614103
364,18652,187.7834097076509
365,18653,168.09712685732157
366,18654,180.75005711947853
367,18655,209.62232471375398
368,18656,241.39318610194317
369,18657,311.93273948372536
370,18658,442.7530976237328
371,18659,490.84986229234653
372,18660,496.05028056966205
373,18661,438.7178003812258
374,18662,469.0962000448882
375,18663,463.17113331909434
376,18664,451.3494174537217
377,18665,461.8639243532116
378,18666,473.2309588391468
379,18667,502.1458528127448
380,18668,482.5448227210595
381,18669,450.4045327120777
382,18670,452.03854391943094
383,18671,441.35353150265223
384,18672,385.3514268222735
385,18673,307.5305991565017
386,18674,260.26560861187323
387,18675,215.04817416299156
388,18676,181.00669806949
389,18677,162.0308521119173
390,18678,174.22716450832195
391,18679,202.05749217760177
392,18680,232.68180943572685
393,18681,300.67573744465415
394,18682,426.7750616823804
395,18683,473.13611441885325
396,18684,478.1488604458989
397,18685,422.8853899018315
398,18686,452.1674964751195
399,18687,446.4562530508626
400,18688,435.06115825714176
401,18689,445.19621853040303
402,18690,456.1530404474422
403,18691,484.02445619891114
404,18692,465.1307864057158
405,18693,434.1503724352873
406,18694,435.7254155858617
407,18695,425.4260029838452
408,18696,270.0578590530523
409,18697,215.52030022665764
410,18698,182.3965558567371
411,18699,150.70775781637417
412,18700,126.85117519352937
413,18701,113.55272609920158
414,18702,122.10001510569674
415,18703,141.60376722383006
416,18704,163.06557319634314
417,18705,210.71634947118247
418,18706,299.08792710487063
419,18707,331.5781834630802
420,18708,335.0911624371141
421,18709,296.36200899387165
422,18710,316.883181252026
423,18711,312.8806888143973
424,18712,304.8949005455553
425,18713,311.9976449192849
426,18714,319.67628748547907
427,18715,339.2088345132358
428,18716,325.9679752381541
429,18717,304.25661338223995
430,18718,305.3604182511304
431,18719,298.1424942389081
432,18720,269.1066903433617
433,18721,214.76121783373065
434,18722,181.75413834926445
435,18723,150.17695118091757
436,18724,126.40439364436563
437,18725,113.1527829153803
438,18726,121.66996758096064
439,18727,141.10502568366564
440,18728,162.4912411943196
441,18729,209.97418703628793
442,18730,298.0345118156214
443,18731,330.4103344916337
444,18732,333.91094042942416
445,18733,295.3181946398497
446,18734,315.7670894349205
447,18735,311.77869414514294
448,18736,303.82103255978336
449,18737,310.8987604121463
450,18738,318.5503580903766
451,18739,338.0141096843751
452,18740,324.81988593797627
453,18741,303.18499350278006
454,18742,304.2849106690257
455,18743,297.0924088514895
456,18744,417.5751970209181
457,18745,333.24685363618494
458,18746,282.0294807004731
459,18747,233.0308841350565
460,18748,196.1427993968033
461,18749,175.58015952359864
462,18750,188.79634920753148
463,18751,218.9538982673304
464,18752,252.13907528392042
465,18753,325.818776222588
466,18754,462.4627497430453
467,18755,512.7005959868544
468,18756,518.1325167328616
469,18757,458.24781670516006
470,18758,489.97854499740953
471,18759,483.7897172622047
472,18760,471.44174441882245
473,18761,482.42431641894586
474,18762,494.29736722989037
475,18763,524.4994402302304
476,18764,504.0258482381074
477,18765,470.45479707016204
478,18766,472.16154812423537
479,18767,461.00088036194796
480,18768,407.92811492752867
481,18769,325.5479774162188
482,18770,275.51386010690334
483,18771,227.64725961524724
484,18772,191.6113863691436
485,18773,171.52379740013248
486,18774,184.43465844445194
487,18775,213.89548903631766
488,18776,246.31400143957183
489,18777,318.29150807014184
490,18778,451.778647469408
491,18779,500.8558677220981
492,18780,506.1622968542945
493,18781,447.6610904378677
494,18782,478.6587556964355
495,18783,472.61290611139214
496,18784,460.5502038218093
497,18785,471.27904960821695
498,18786,482.8778018097389
499,18787,512.3821277223606
500,18788,492.3815293948605
501,18789,459.5860575450572
502,18790,461.253378174026
503,18791,450.35055110459575
504,18792,422.8629037296448
505,18793,337.46672022837106
506,18794,285.6007875879458
507,18795,235.98172742788674
508,18796,198.62653311383957
509,18797,177.80351089613174
510,18798,191.18705567048684
511,18799,221.72648630663394
512,18800,255.33188340428424
513,18801,329.94458192453675
514,18802,468.3188623708985
515,18803,519.1928646855436
516,18804,524.6935692194165
517,18805,464.05055612057095
518,18806,496.1830869769111
519,18807,489.91589082766234
520,18808,477.4115570238856
521,18809,488.5332000705139
522,18810,500.5565979587606
523,18811,531.141116336989
524,18812,510.4082696034425
525,18813,476.4121120744244
526,18814,478.1404755208599
527,18815,466.8384815059083
528,18816,403.49250547721533
529,18817,322.008129015688
530,18818,272.51805806026186
531,18819,225.17193541194558
532,18820,189.5278985067843
533,18821,169.65873208871895
534,18822,182.4292067875911
535,18823,211.56969481466308
536,18824,243.63570427752413
537,18825,314.83056294405947
538,18826,446.86622892105396
539,18827,495.4098076472544
540,18828,500.658537282052
541,18829,442.7934441771128
542,18830,473.4540560874872
543,18831,467.4739460937425
544,18832,455.54240768895716
545,18833,466.15459328936714
546,18834,477.6272263708915
547,18835,506.81073677201937
548,18836,487.02761510206506
549,18837,454.5887450640548
550,18838,456.23793606952404
551,18839,445.4536609728915
552,18840,389.0653294291453
553,18841,310.49448773820126
554,18842,262.77397125184996
555,18843,217.12074459879614
556,18844,182.7511868686234
557,18845,163.5924573433147
558,18846,175.90631417643456
559,18847,204.00486227851087
560,18848,234.92432761130775
561,18849,303.5735609049882
562,18850,430.88819297970156
563,18851,477.6960597737612
564,18852,482.7571171582888
565,18853,426.9610336977185
566,18854,456.5253525177185
567,18855,450.75906582551085
568,18856,439.2541484923772
569,18857,449.48688746655847
570,18858,460.5493079791869
571,18859,488.6893401581858
572,18860,469.6135787867214
573,18861,438.3345847872644
574,18862,439.9248077359548
575,18863,429.52613245408446
576,18864,273.7717616599241
577,18865,218.4841888083572
578,18866,184.90491849671383
579,18867,152.78032825217875
580,18868,128.59566399266276
581,18869,115.11433133059894
582,18870,123.77916477380933
583,18871,143.55113732473922
584,18872,165.30809137192406
585,18873,213.61417293151658
586,18874,303.2010584021918
587,18875,336.1381288179881
588,18876,339.69941914950414
589,18877,300.43765278975866
590,18878,321.24103729462513
591,18879,317.1835015890455
592,18880,309.08789078079076
593,18881,316.2883138554403
594,18882,324.0725550172237
595,18883,343.8737184725104
596,18884,330.4507676191597
597,18885,308.44082573421707
598,18886,309.55981040122344
599,18887,302.2426237091473
600,18888,272.8205929502334
601,18889,217.72510641543022
602,18890,184.26250098924112
603,18891,152.2495216167221
604,18892,128.14888244349902
605,18893,114.71438814677768
606,18894,123.3491172490732
607,18895,143.05239578457477
608,18896,164.7337593699005
609,18897,212.87201049662195
610,18898,302.14764311294255
611,18899,334.9702798465416
612,18900,338.5191971418141
613,18901,299.39383843573665
614,18902,320.1249454775196
615,18903,316.0815069197911
616,18904,308.0140227950188
617,18905,315.18942934830176
618,18906,322.94662562212125
619,18907,342.6789936436498
620,18908,329.3026783189818
621,18909,307.3692058547572
622,18910,308.48430281911874
623,18911,301.19253832172865
624,18912,421.2890996277898
625,18913,336.21074221788444
626,18914,284.53784334044974
627,18915,235.10345457086103
628,18916,197.88728819593672
629,18917,177.141764754996
630,18918,190.47549887564406
631,18919,220.90126836823947
632,18920,254.3815934595013
633,18921,328.716599682922
634,18922,466.5758810403664
635,18923,517.2605413417622
636,18924,522.7407734452514
637,18925,462.32346050104695
638,18926,494.3364010400086
639,18927,488.09253003685285
640,18928,475.63473465405787
641,18929,486.71498535510136
642,18930,498.69363476163494
643,18931,529.164324189505
644,18932,508.50864061911295
645,18933,474.6390094221391
646,18934,476.36094027432836
647,18935,465.1010098321872
648,18936,411.6420175344005
649,18937,328.5118659979184
650,18938,278.02222274688006
651,18939,229.7198300510518
652,18940,193.355875168277
653,18941,173.0854026315299
654,18942,186.11380811256453
655,18943,215.8428591372268
656,18944,248.5565196151527
657,18945,321.1893315304759
658,18946,455.89177876672915
659,18947,505.41581307700596
660,18948,510.77055356668444
661,18949,451.7367342337547
662,18950,483.01661173903466
663,18951,476.9157188860404
664,18952,464.7431940570448
665,18953,475.56971854437245
666,18954,487.2740693414836
667,18955,517.0470116816352
668,18956,496.8643217758661
669,18957,463.7702698970344
670,18958,465.4527703241191
671,18959,454.450680574835
672,18960,426.5768063365166
673,18961,340.43060881007057
674,18962,288.1091502279225
675,18963,238.05429786369132
676,18964,200.37102191297294
677,18965,179.3651161275291
678,18966,192.86620533859943
679,18967,223.67385640754304
680,18968,257.5744015798652
681,18969,332.84240538487086
682,18970,472.43199366821966
683,18971,523.7528100404514
684,18972,529.3018259318065
685,18973,468.12619991645795
686,18974,500.5409430195102
687,18975,494.2187036023106
688,18976,481.6045472591211
689,18977,492.8238690066693
690,18978,504.9528654905053
691,18979,535.8060002962636
692,18980,514.891061984448
693,18981,480.59632442640157
694,18982,482.339867670953
695,18983,470.9386109761476
696,18984,407.2064080840872
697,18985,324.97201759738755
698,18986,275.02642070023853
699,18987,227.2445058477502
700,18988,191.27238730591768
701,18989,171.22033732011633
702,18990,184.1083564557037
703,18991,213.51706491557223
704,18992,245.87822245310502
705,18993,317.7283864043935
706,18994,450.9793602183751
707,18995,499.96975300216235
708,18996,505.266793994442
709,18997,446.8690879729998
710,18998,477.81191213008634
711,18999,471.77675886839074
712,19000,459.7353979241926
713,19001,470.4452622255226
714,19002,482.0234939026362
715,19003,511.4756207312941
716,19004,491.5104074830706
717,19005,458.7729574160319
718,19006,460.43732821961703
719,19007,449.55379044313065
720,19008,392.779232036017
721,19009,313.4583763199008
722,19010,265.2823338918267
723,19011,219.1933150346007
724,19012,184.4956756677568
725,19013,165.1540625747121
726,19014,177.58546384454715
727,19015,205.95223237942002
728,19016,237.1668457868887
729,19017,306.4713843653223
730,19018,435.0013242770227
731,19019,482.25600512866913
732,19020,487.3653738706788
733,19021,431.0366774936055
734,19022,460.88320856031766
735,19023,455.0618786001591
736,19024,443.44713872761275
737,19025,453.7775564027139
738,19026,464.9455755109316
739,19027,493.35422411746043
740,19028,474.09637116772694
741,19029,442.51879713924154
742,19030,444.1241998860479
743,19031,433.62626192432367
744,19032,277.4856642667959
745,19033,221.44807739005677
746,19034,187.4132811366905
747,19035,154.8528986879833
748,19036,130.34015279179619
749,19037,116.67593656199631
750,19038,125.45831444192191
751,19039,145.49850742564834
752,19040,167.55060954750496
753,19041,216.51199639185063
754,19042,307.31418969951295
755,19043,340.698074172896
756,19044,344.3076758618941
757,19045,304.51329658564566
758,19046,325.5988933372243
759,19047,321.48631436369374
760,19048,313.2808810160262
761,19049,320.57898279159576
762,19050,328.4688225489684
763,19051,348.5386024317851
764,19052,334.93356000016524
765,19053,312.6250380861942
766,19054,313.75920255131655
767,19055,306.3427531793866
768,19056,276.53449555710523
769,19057,220.68899499712973
770,19058,186.77086362921784
771,19059,154.32209205252667
772,19060,129.8933712426324
773,19061,116.27599337817504
774,19062,125.02826691718582
775,19063,144.9997658854839
776,19064,166.97627754548142
777,19065,215.76983395695606
778,19066,306.2607744102637
779,19067,339.5302252014495
780,19068,343.1274538542041
781,19069,303.46948223162366
782,19070,324.4828015201187
783,19071,320.38431969443934
784,19072,312.2070130302543
785,19073,319.48009828445726
786,19074,327.34289315386593
787,19075,347.34387760292447
788,19076,333.7854706999874
789,19077,311.55341820673425
790,19078,312.68369496921184
791,19079,305.2926677919679
792,19080,425.0030022346616
793,19081,339.17463079958395
794,19082,287.04620598042646
795,19083,237.17602500666558
796,19084,199.63177699507008
797,19085,178.70336998639334
798,19086,192.15464854375665
799,19087,222.84863846914863
800,19088,256.6241116350822
801,19089,331.6144231432561
802,19090,470.6890123376876
803,19091,521.8204866966701
804,19092,527.3490301576414
805,19093,466.39910429693396
806,19094,498.6942570826077
807,19095,492.395342811501
808,19096,479.82772488929334
809,19097,491.00565429125686
810,19098,503.0899022933795
811,19099,533.8292081487798
812,19100,512.9914330001185
813,19101,478.82322177411623
814,19102,480.5603324244214
815,19103,469.20113930242644
816,19104,415.35592014127235
817,19105,331.47575457961796
818,19106,280.5305853868567
819,19107,231.79240048685637
820,19108,195.1003639674104
821,19109,174.64700786292727
822,19110,187.7929577806771
823,19111,217.7902292381359
824,19112,250.79903779073365
825,19113,324.08715499080995
826,19114,460.0049100640503
827,19115,509.9757584319139
828,19116,515.3788102790745
829,19117,455.8123780296417
830,19118,487.3744677816338
831,19119,481.21853166068865
832,19120,468.93618429228025
833,19121,479.86038748052795
834,19122,491.67033687322817
835,19123,521.7118956409099
836,19124,501.3471141568716
837,19125,467.95448224901145
838,19126,469.6521624742122
839,19127,458.5508100450743
840,19128,430.2907089433883
841,19129,343.3944973917702
842,19130,290.6175128678992
843,19131,240.12686829949587
844,19132,202.11551071210638
845,19133,180.92672135892647
846,19134,194.54535500671201
847,19135,225.6212265084522
848,19136,259.81691975544607
849,19137,335.7402288452049
850,19138,476.5451249655408
851,19139,528.3127553953593
852,19140,533.9100826441966
853,19141,472.20184371234484
854,19142,504.89879906210933
855,19143,498.5215163769588
856,19144,485.79753749435656
857,19145,497.11453794282477
858,19146,509.34913302225
859,19147,540.4708842555382
860,19148,519.3738543654536
861,19149,484.78053677837875
862,19150,486.5392598210461
863,19151,475.0387404463868
864,19152,410.9203106909589
865,19153,327.93590617908717
866,19154,277.53478334021526
867,19155,229.31707628355474
868,19156,193.0168761050511
869,19157,172.78194255151368
870,19158,185.78750612381629
871,19159,215.46443501648136
872,19160,248.12074062868595
873,19161,320.6262098647276
874,19162,455.0924915156963
875,19163,504.5296983570703
876,19164,509.875050706832
877,19165,450.9447317688868
878,19166,482.1697681726855
879,19167,476.079571643039
880,19168,463.92838815942815
881,19169,474.7359311616781
882,19170,486.4197614343808
883,19171,516.1405046905687
884,19172,495.9931998640762
885,19173,462.95716976800907
886,19174,464.63672036971013
887,19175,453.6539199133699
888,19176,396.49313464288883
889,19177,316.4222649016004
890,19178,267.7906965318034
891,19179,221.26588547040524
892,19180,186.24016446689018
893,19181,166.71566780610945
894,19182,179.26461351265974
895,19183,207.89960248032912
896,19184,239.40936396246957
897,19185,309.3692078256564
898,19186,439.1144555743439
899,19187,486.815950483577
900,19188,491.97363058306877
901,19189,435.1123212894925
902,19190,465.2410646029167
903,19191,459.36469137480736
904,19192,447.6401289628482
905,19193,458.0682253388694
906,19194,469.34184304267626
907,19195,498.01910807673517
908,19196,478.5791635487325
909,19197,446.7030094912186
910,19198,448.32359203614095
911,19199,437.72639139456294
912,19200,281.19956687366766
913,19201,224.41196597175633
914,19202,189.92164377666722
915,19203,156.92546912378788
916,19204,132.08464159092958
917,19205,118.23754179339369
918,19206,127.1374641100345
919,19207,147.44587752655747
920,19208,169.7931277230859
921,19209,219.4098198521847
922,19210,311.42732099683406
923,19211,345.2580195278039
924,19212,348.91593257428406
925,19213,308.58894038153267
926,19214,329.95674937982335
927,19215,325.789127138342
928,19216,317.4738712512617
929,19217,324.86965172775126
930,19218,332.86509008071306
931,19219,353.20348639105976
932,19220,339.4163523811708
933,19221,316.8092504381714
934,19222,317.95859470140965
935,19223,310.44288264962586
936,19224,280.248398163977
937,19225,223.65288357882932
938,19226,189.2792262691945
939,19227,156.39466248833122
940,19228,131.6378600417658
941,19229,117.83759860957241
942,19230,126.7074165852984
943,19231,146.94713598639305
944,19232,169.21879572106232
945,19233,218.66765741729012
946,19234,310.37390570758487
947,19235,344.0901705563574
948,19236,347.73571056659404
949,19237,307.54512602751066
950,19238,328.84065756271775
951,19239,324.68713246908754
952,19240,316.4000032654898
953,19241,323.7707672206127
954,19242,331.73916068561056
955,19243,352.0087615621991
956,19244,338.2682630809929
957,19245,315.73763055871143
958,19246,316.8830871193049
959,19247,309.3927972622072
960,19248,428.7169048415334
961,19249,342.1385193812836
962,19250,289.55456862040313
963,19251,239.24859544247016
964,19252,201.3762657942035
965,19253,180.26497521779075
966,19254,193.83379821186924
967,19255,224.79600857005772
968,19256,258.8666298106631
969,19257,334.51224660359014
970,19258,474.80214363500875
971,19259,526.380432051578
972,19260,531.9572868700313
973,19261,470.47474809282096
974,19262,503.0521131252068
975,19263,496.69815558614926
976,19264,484.0207151245288
977,19265,495.2963232274123
978,19266,507.4861698251242
979,19267,538.4940921080545
980,19268,517.474225381124
981,19269,483.00743412609336
982,19270,484.7597245745145
983,19271,473.3012687726657
984,19272,419.069822748144
985,19273,334.4396431613175
986,19274,283.0389480268334
987,19275,233.86497092266092
988,19276,196.8448527665438
989,19277,176.20861309432462
990,19278,189.4721074487897
991,19279,219.73759933904506
992,19280,253.04155596631455
993,19281,326.9849784511441
994,19282,464.1180413613714
995,19283,514.5357037868218
996,19284,519.9870669914644
997,19285,459.8880218255287
998,19286,491.7323238242328
999,19287,485.5213444353368
1000,19288,473.12917452751583
1001,19289,484.15105641668345
1002,19290,496.06660440497285
1003,19291,526.3767796001846
1004,19292,505.82990653787715
1005,19293,472.1386946009886
1006,19294,473.8515546243052
1007,19295,462.65093951531344
1008,19296,434.00461155026017
1009,19297,346.3583859734697
1010,19298,293.1258755078759
1011,19299,242.19943873530042
1012,19300,203.85999951123978
1013,19301,182.48832659032385
1014,19302,196.22450467482463
1015,19303,227.56859660936132
1016,19304,262.059437931027
1017,19305,338.63805230553896
1018,19306,480.658256262862
1019,19307,532.8727007502672
1020,19308,538.5183393565865
1021,19309,476.27748750823184
1022,19310,509.25665510470844
1023,19311,502.82432915160706
1024,19312,489.99052772959203
1025,19313,501.40520687898027
1026,19314,513.7454005539946
1027,19315,545.135768214813
1028,19316,523.8566467464591
1029,19317,488.9647491303558
1030,19318,490.7386519711391
1031,19319,479.13886991662605
1032,19320,414.6342132978307
1033,19321,330.8997947607867
1034,19322,280.043145980192
1035,19323,231.3896467193593
1036,19324,194.76136490418452
1037,19325,174.34354778291106
1038,19326,187.46665579192887
1039,19327,217.41180511739051
1040,19328,250.36325880426688
1041,19329,323.5240333250617
1042,19330,459.2056228130174
1043,19331,509.08964371197817
1044,19332,514.4833074192219
1045,19333,455.0203755647738
1046,19334,486.5276242152845
1047,19335,480.38238441768726
1048,19336,468.1213783946636
1049,19337,479.0266000978336
1050,19338,490.8160289661255
1051,19339,520.8053886498434
1052,19340,500.4759922450818
1053,19341,467.14138211998625
1054,19342,468.8361125198032
1055,19343,457.7540493836092
1056,19344,400.20703724976056
1057,19345,319.38615348329995
1058,19346,270.2990591717801
1059,19347,223.33845590620984
1060,19348,187.9846532660236
1061,19349,168.27727303750683
1062,19350,180.94376318077235
1063,19351,209.84697258123828
1064,19352,241.65188213805052
1065,19353,312.26703128599047
1066,19354,443.22758687166504
1067,19355,491.3758958384849
1068,19356,496.5818872954587
1069,19357,439.1879650853795
1070,19358,469.5989206455158
1071,19359,463.66750414945557
1072,19360,451.8331191980837
1073,19361,462.3588942750249
